id1,id2,friended_on
169,812,2012-02-23
182,409,2015-12-23
176,596,2012-03-24
167,875,2015-12-31
182,411,2010-11-03
179,505,2015-11-06
176,599,2009-10-22
165,940,2013-11-22
180,475,2010-11-01
190,165,2013-03-01
194,42,2015-12-11
164,972,2006-07-02
191,135,2010-08-15
188,229,2014-12-25
185,322,2006-02-11
185,323,2015-05-25
193,75,2005-09-15
180,480,2014-07-16
182,419,2011-09-02
168,854,2010-01-29
186,298,2015-12-18
184,360,2015-11-27
184,362,2009-01-28
180,487,2015-06-04
164,984,2014-10-18
172,736,2015-04-12
185,333,2015-07-15
195,24,2008-10-17
173,706,2015-03-08
169,830,2013-02-27
185,334,2015-10-06
190,179,2015-12-24
164,986,2015-09-11
181,461,2014-08-19
179,523,2015-12-29
184,369,2010-05-20
191,152,2013-10-06
168,867,2015-11-15
195,30,2008-12-05
173,713,2013-10-22
180,497,2014-02-26
172,746,2012-01-12
179,529,2014-10-23
182,437,2013-01-28
186,313,2015-09-08
182,438,2009-08-08
191,159,2008-08-29
169,842,2010-10-19
191,161,2010-09-15
175,658,2013-12-15
190,193,2013-07-26
167,906,2015-11-05
180,503,2015-11-01
196,9,2015-11-11
184,382,2015-04-16
184,383,2015-10-13
175,663,2015-11-12
170,818,2010-12-01
166,944,2015-06-25
176,636,2014-10-07
169,853,2011-09-18
183,419,2012-02-13
165,977,2011-03-15
179,545,2015-11-05
171,795,2014-12-26
180,517,2010-03-07
192,145,2007-10-27
181,487,2015-05-10
196,22,2012-03-30
183,425,2008-09-04
184,394,2014-10-13
176,643,2011-10-17
194,85,2015-11-12
175,674,2015-10-02
193,116,2008-10-25
165,984,2015-01-07
166,954,2013-09-11
178,583,2015-08-10
183,429,2015-01-15
168,894,2009-12-25
181,492,2015-11-22
190,214,2015-10-13
193,123,2010-02-21
170,837,2015-09-07
174,715,2012-03-05
195,64,2010-01-28
176,654,2012-11-30
183,437,2013-12-19
183,438,2015-06-15
170,841,2013-03-30
183,439,2015-03-03
168,904,2014-04-10
192,162,2015-07-29
183,442,2014-01-21
169,876,2015-05-10
173,752,2015-11-11
195,71,2004-11-26
174,722,2015-11-06
190,228,2011-02-02
175,693,2015-06-18
180,539,2012-10-18
186,355,2015-02-01
168,913,2015-12-26
182,479,2014-07-26
186,356,2015-08-29
183,449,2013-03-20
192,171,2013-08-04
191,202,2014-06-09
174,729,2014-04-13
169,884,2015-07-11
186,357,2014-12-19
186,358,2015-01-20
169,885,2015-12-25
185,390,2012-04-13
171,824,2015-05-31
175,701,2015-12-19
191,206,2012-05-31
183,454,2015-05-02
190,238,2015-05-13
195,84,2012-12-02
166,983,2009-07-27
178,611,2013-07-15
194,116,2015-10-25
196,54,2011-03-13
174,736,2015-08-29
180,551,2015-09-20
188,303,2015-04-18
173,768,2013-09-29
166,985,2011-08-18
172,799,2015-01-29
178,614,2015-08-13
197,26,2015-06-22
196,57,2010-09-25
173,770,2015-12-28
171,832,2012-07-11
183,460,2014-08-20
172,801,2014-09-14
177,646,2015-12-22
190,244,2014-12-01
179,586,2015-04-21
195,90,2012-09-23
181,524,2015-07-26
191,214,2012-03-27
190,246,2015-02-02
167,960,2011-02-12
195,92,2014-04-25
176,681,2012-09-10
181,529,2015-12-21
188,312,2015-08-13
195,95,2015-04-03
193,158,2014-01-01
182,499,2015-09-28
179,592,2015-09-16
177,655,2015-03-29
188,315,2014-10-15
171,842,2014-12-16
197,36,2015-10-05
187,346,2015-11-28
190,253,2014-08-21
187,347,2015-11-27
186,378,2015-08-09
180,565,2015-08-29
171,846,2012-09-22
192,197,2015-08-30
181,539,2013-11-13
193,167,2011-02-13
192,198,2015-05-03
186,384,2014-10-09
198,12,2015-08-01
178,633,2015-10-09
185,416,2015-06-06
180,572,2014-04-28
189,293,2005-12-14
185,417,2013-06-01
184,448,2010-09-17
191,232,2015-04-17
172,822,2013-02-02
197,47,2015-09-18
188,330,2015-07-31
180,579,2015-08-27
191,241,2010-02-15
189,303,2003-04-11
198,25,2015-03-31
172,832,2015-10-20
195,119,2015-04-16
184,461,2014-09-22
184,464,2012-01-01
182,527,2015-11-06
195,124,2014-08-01
180,589,2015-01-23
171,869,2013-12-22
173,807,2014-02-02
177,684,2014-09-04
196,97,2014-02-26
193,190,2013-07-26
197,66,2015-09-28
185,441,2014-05-04
190,286,2014-08-22
173,815,2015-04-22
171,877,2013-03-22
198,40,2014-10-15
187,381,2015-09-29
179,629,2014-12-17
198,41,2014-07-31
192,227,2008-09-20
194,167,2015-10-22
197,78,2015-04-02
190,295,2015-09-26
185,453,2004-09-18
198,52,2015-11-02
192,238,2005-10-18
195,145,2011-12-18
177,704,2013-04-04
178,674,2015-10-24
188,364,2015-11-04
168,984,2014-06-15
170,924,2011-02-05
198,57,2014-08-31
173,832,2013-09-27
169,956,2015-09-22
182,555,2015-04-22
169,958,2015-07-14
199,29,2013-04-25
188,371,2015-07-31
175,775,2013-08-07
189,341,2010-10-22
196,125,2015-07-02
188,373,2015-01-25
179,652,2014-08-05
174,810,2009-01-31
200,4,2015-05-20
198,66,2014-11-05
173,843,2013-12-06
200,7,2015-11-22
185,472,2007-08-12
174,813,2013-09-22
195,165,2010-07-13
190,320,2015-10-29
175,786,2013-11-24
188,383,2015-12-12
180,632,2014-08-06
196,136,2014-03-15
186,448,2014-11-25
189,355,2009-11-19
198,77,2014-02-12
188,387,2014-11-01
195,170,2009-08-02
174,822,2013-11-29
171,915,2015-04-23
178,698,2013-05-06
198,80,2015-12-03
193,238,2006-10-18
169,982,2015-09-14
191,300,2014-05-12
187,425,2015-12-10
183,549,2015-09-19
193,239,2011-08-04
169,985,2014-10-13
194,212,2015-11-03
185,491,2012-09-09
193,244,2014-11-19
179,678,2015-04-28
197,120,2015-11-20
188,399,2015-11-22
195,183,2007-09-23
183,555,2015-03-11
179,679,2015-06-01
199,60,2014-06-11
172,898,2008-03-29
183,558,2014-12-15
197,124,2015-07-21
177,744,2014-05-07
185,497,2014-04-28
194,218,2015-10-23
200,32,2015-11-16
191,311,2015-12-09
171,932,2015-05-26
193,252,2013-08-28
194,221,2015-12-29
198,97,2014-04-08
196,160,2012-01-17
192,285,2011-06-30
183,565,2015-02-05
188,412,2014-08-09
201,9,2015-10-02
170,971,2013-05-04
199,72,2006-10-30
190,351,2014-07-11
197,134,2015-10-18
191,320,2015-11-27
195,197,2015-04-01
180,662,2013-11-24
194,229,2015-12-06
193,261,2014-06-08
188,416,2015-10-05
176,789,2008-12-09
189,387,2012-07-05
192,294,2015-12-19
190,357,2012-05-03
195,202,2014-01-14
189,388,2012-10-08
201,17,2013-12-22
187,451,2015-08-18
201,18,2015-10-22
188,421,2015-03-12
175,826,2014-06-03
192,301,2012-10-29
200,54,2015-04-21
174,861,2013-02-17
186,490,2015-03-07
173,894,2015-01-31
193,274,2013-05-16
196,183,2013-06-27
184,555,2015-07-10
178,743,2014-10-28
189,402,2015-03-06
185,528,2013-01-02
183,590,2015-08-04
183,591,2015-11-09
175,839,2014-09-04
191,344,2007-04-20
187,468,2015-12-21
181,655,2014-10-04
173,903,2014-04-10
183,593,2015-10-26
180,686,2011-03-07
198,129,2015-02-19
201,36,2012-03-23
171,966,2015-04-22
178,749,2014-06-20
193,284,2013-03-20
172,936,2015-06-04
198,130,2015-01-07
188,441,2015-11-06
190,380,2014-06-13
202,10,2011-10-03
192,320,2015-09-07
186,506,2014-11-13
190,383,2015-09-28
183,600,2015-01-02
185,538,2015-08-24
175,848,2014-09-15
190,384,2013-04-01
171,974,2014-02-26
180,696,2012-10-15
171,976,2015-08-05
172,945,2007-08-29
179,728,2015-12-06
173,915,2015-01-11
202,16,2012-12-10
201,48,2012-07-26
181,668,2015-03-22
192,328,2008-02-25
187,483,2015-09-08
183,610,2011-05-26
177,797,2011-09-30
179,737,2015-03-10
187,489,2015-11-19
182,644,2014-11-19
175,862,2015-08-26
182,648,2014-04-10
174,897,2010-11-06
189,435,2012-10-02
177,807,2011-09-28
180,715,2010-09-06
188,468,2015-12-09
181,686,2015-05-18
203,5,2014-11-13
193,315,2010-10-25
171,998,2012-10-30
196,223,2014-06-22
192,347,2012-07-18
197,192,2015-08-30
191,379,2015-09-21
176,844,2009-08-09
174,907,2015-04-06
195,256,2010-01-10
197,195,2015-04-01
200,102,2015-02-07
198,164,2014-04-04
192,350,2008-06-20
181,691,2013-10-21
198,165,2015-06-29
190,414,2015-01-22
202,45,2010-11-12
173,944,2014-01-13
195,262,2013-07-24
172,975,2010-05-25
172,977,2013-12-02
189,450,2006-07-27
196,233,2015-03-23
190,420,2015-10-07
197,204,2015-12-11
197,205,2015-12-26
176,857,2014-10-28
183,640,2012-02-28
186,547,2015-07-02
175,888,2014-04-02
201,84,2013-07-30
198,177,2014-02-26
200,115,2015-07-13
199,146,2015-08-22
200,120,2014-11-07
189,461,2015-10-13
188,492,2015-02-17
186,554,2015-09-03
194,307,2015-12-03
199,152,2013-08-12
199,153,2011-11-04
189,465,2008-05-03
192,372,2008-12-07
200,124,2015-11-30
177,837,2015-12-21
176,868,2015-09-29
189,466,2014-11-23
193,342,2014-11-26
200,126,2015-03-19
200,127,2015-10-05
191,406,2013-06-27
198,192,2015-05-03
186,564,2015-09-26
203,38,2013-08-16
204,7,2015-11-04
199,162,2015-10-12
202,69,2010-11-16
189,473,2015-09-30
176,877,2013-09-30
187,536,2015-10-02
195,288,2015-03-27
173,970,2014-09-15
199,164,2013-04-03
175,909,2015-05-22
192,382,2015-10-21
190,445,2013-10-06
201,106,2011-11-24
189,479,2004-08-24
192,387,2013-11-23
187,543,2015-10-27
185,606,2013-03-02
189,482,2014-01-14
175,917,2014-08-05
181,731,2014-07-13
194,329,2015-11-06
188,516,2014-11-05
180,764,2013-02-27
175,919,2015-05-11
185,610,2011-12-04
200,145,2015-11-29
194,331,2015-12-09
183,673,2011-07-27
184,642,2014-06-30
188,518,2015-09-19
183,674,2015-08-25
182,706,2015-11-02
195,305,2012-07-09
194,337,2015-10-24
185,617,2010-05-28
199,185,2006-03-31
183,681,2015-08-06
184,650,2014-01-15
190,465,2012-12-31
203,63,2015-06-18
192,405,2014-05-22
187,560,2015-08-28
191,437,2013-11-16
185,623,2004-05-20
188,530,2015-03-31
178,840,2015-03-09
190,470,2013-11-23
203,67,2011-09-09
183,688,2015-01-27
203,68,2011-05-11
173,998,2013-04-14
200,161,2015-01-01
180,781,2015-10-08
178,844,2015-03-19
196,286,2015-09-05
203,70,2014-11-07
178,846,2012-10-18
191,443,2011-08-22
202,104,2012-03-11
177,881,2014-12-21
198,232,2015-05-30
178,852,2013-12-14
182,729,2010-03-29
200,172,2015-04-25
204,48,2015-11-24
205,18,2015-12-05
203,80,2012-04-20
181,764,2015-03-22
180,795,2011-02-08
191,455,2008-06-17
175,951,2013-04-30
182,735,2015-09-18
187,581,2015-08-26
189,520,2014-02-07
182,737,2013-04-01
176,926,2015-09-12
198,246,2015-01-15
189,525,2012-04-29
198,248,2014-12-13
177,899,2013-01-07
191,465,2012-07-03
202,125,2014-02-28
201,156,2015-01-20
177,901,2015-07-18
174,994,2009-01-21
192,437,2013-09-03
185,655,2009-06-08
203,98,2015-12-27
192,439,2015-09-03
204,69,2015-12-12
185,658,2015-08-04
178,877,2015-12-26
190,505,2015-11-25
203,103,2015-11-06
198,259,2015-07-23
192,446,2010-08-23
197,291,2015-09-08
187,602,2015-11-03
189,541,2015-10-21
179,851,2015-03-25
195,355,2012-06-07
185,665,2007-04-21
186,635,2014-11-29
199,233,2012-05-19
178,885,2015-12-30
175,978,2012-10-21
201,172,2011-11-08
184,699,2015-11-10
192,453,2015-05-25
177,918,2015-12-20
203,113,2009-09-24
180,826,2013-05-15
200,208,2015-12-25
175,983,2015-11-20
178,892,2015-01-07
183,738,2009-02-13
203,119,2015-01-23
202,151,2014-04-18
179,865,2015-12-20
193,432,2008-06-10
178,897,2015-12-17
206,29,2013-01-30
178,898,2013-06-20
196,340,2015-02-12
190,527,2015-09-22
201,187,2015-12-19
188,591,2015-11-17
190,529,2011-07-08
180,839,2015-04-29
200,220,2015-11-10
205,65,2012-11-05
206,35,2015-10-04
184,717,2014-12-23
192,471,2014-07-14
203,130,2012-06-29
198,286,2015-02-13
194,412,2015-12-27
183,753,2004-10-18
197,320,2015-09-28
193,444,2015-03-13
179,878,2015-06-25
193,445,2013-09-10
203,135,2010-08-24
178,913,2015-06-04
180,851,2012-08-15
198,294,2015-12-07
179,883,2015-01-03
195,387,2007-12-04
176,976,2014-08-16
203,141,2015-05-25
190,544,2009-09-15
193,451,2010-07-28
176,979,2011-08-24
192,483,2012-02-15
187,638,2015-10-23
190,545,2013-02-11
205,80,2013-10-08
205,81,2010-06-23
184,732,2014-07-28
202,175,2012-12-23
199,268,2015-09-16
192,485,2014-04-14
202,176,2014-11-15
188,611,2015-11-28
190,549,2015-11-27
178,921,2015-10-12
187,643,2015-11-01
192,488,2015-12-22
194,427,2015-12-28
187,645,2015-10-18
176,986,2012-09-19
196,366,2013-01-31
183,770,2015-12-29
194,430,2015-12-30
187,647,2015-10-16
188,617,2015-03-05
202,183,2013-06-29
183,772,2013-12-13
202,185,2012-05-04
182,805,2015-03-06
199,279,2015-05-13
187,651,2015-11-06
180,869,2014-04-12
182,807,2012-12-25
181,838,2015-01-08
191,528,2009-04-24
190,560,2015-09-27
202,191,2014-06-09
180,873,2015-12-15
195,410,2014-09-20
195,411,2015-09-08
183,784,2014-10-09
202,195,2014-01-14
179,908,2014-08-29
188,629,2015-02-13
194,444,2015-09-28
206,72,2011-10-02
198,321,2015-10-29
182,818,2011-12-06
194,447,2015-12-18
189,602,2005-09-04
177,974,2011-03-12
179,913,2015-05-25
183,790,2014-08-02
187,666,2015-10-16
199,294,2015-12-21
200,263,2015-10-28
196,388,2015-07-26
190,574,2015-12-09
183,791,2005-12-29
198,326,2015-04-03
198,328,2015-09-06
203,173,2013-07-14
205,112,2015-09-20
194,453,2015-11-17
202,206,2014-06-03
193,485,2011-11-03
190,579,2012-11-14
190,580,2013-04-14
190,581,2011-02-10
199,303,2015-02-07
187,675,2015-11-29
187,677,2015-10-03
183,803,2014-01-20
205,122,2015-03-17
195,433,2011-07-04
192,526,2005-02-10
203,185,2014-07-27
200,279,2015-02-26
184,776,2010-12-20
185,746,2014-04-24
200,281,2015-03-05
209,2,2013-01-19
197,375,2015-12-31
207,67,2014-10-29
198,347,2015-08-20
201,255,2011-04-17
193,503,2015-10-29
202,226,2013-08-18
186,723,2015-03-05
192,537,2014-10-29
197,383,2015-12-02
195,445,2008-09-05
180,910,2015-01-08
181,881,2013-10-04
194,479,2015-12-13
197,386,2015-04-15
206,109,2012-02-10
187,699,2015-12-22
178,978,2014-09-21
198,360,2015-02-26
200,299,2015-08-26
198,361,2015-12-09
179,950,2015-04-05
180,920,2015-10-16
203,208,2011-01-22
189,642,2015-09-23
205,147,2015-11-01
198,364,2014-02-19
206,116,2012-08-09
180,922,2014-07-19
195,459,2015-12-29
194,490,2015-10-09
203,211,2012-06-04
199,335,2012-02-15
195,460,2013-03-02
180,926,2015-10-08
185,771,2015-10-07
192,554,2011-11-04
186,740,2014-12-21
201,276,2012-10-26
182,865,2015-06-16
178,989,2013-03-02
202,246,2014-10-01
206,123,2010-10-29
208,62,2015-04-19
179,961,2015-02-22
200,311,2015-10-13
204,188,2015-10-25
183,839,2013-07-26
199,343,2015-11-08
197,405,2015-02-26
200,313,2014-12-07
208,65,2011-10-25
210,4,2015-02-15
199,345,2008-08-20
193,531,2015-01-21
190,624,2013-11-25
194,501,2015-12-06
198,377,2015-10-12
201,285,2013-02-27
185,781,2008-12-20
191,597,2014-12-31
188,690,2015-01-01
196,443,2010-03-30
180,939,2014-08-03
204,197,2015-12-11
184,818,2015-09-24
190,632,2009-06-21
196,446,2014-08-26
185,787,2006-01-12
203,229,2015-11-24
203,230,2014-09-28
206,137,2012-04-18
210,14,2015-03-06
184,820,2015-08-18
191,604,2008-03-31
198,388,2014-06-04
207,109,2015-06-08
198,389,2015-07-25
203,235,2009-12-21
201,297,2010-10-31
204,205,2015-11-18
201,298,2012-12-15
199,360,2015-12-04
195,484,2014-11-30
204,206,2015-12-09
199,362,2009-02-19
207,114,2015-09-20
185,796,2015-02-20
195,487,2015-12-08
210,23,2015-11-20
194,519,2015-11-26
181,923,2015-04-09
194,521,2015-11-30
195,492,2005-05-18
195,493,2015-09-24
210,28,2015-03-09
183,868,2009-10-04
200,342,2015-12-13
187,746,2015-11-14
187,749,2015-12-27
211,5,2015-03-09
197,439,2015-06-05
196,470,2012-11-10
188,718,2015-10-06
211,6,2013-01-29
197,441,2015-06-24
203,255,2015-10-03
208,102,2009-08-05
203,257,2014-12-03
194,537,2015-10-15
205,197,2015-12-26
210,42,2015-11-01
190,662,2013-07-31
183,881,2014-02-21
203,262,2013-09-16
207,138,2014-02-24
197,448,2015-07-14
203,263,2015-10-20
204,232,2015-11-09
182,914,2015-07-14
191,636,2010-11-10
182,915,2015-08-01
204,234,2015-12-23
193,576,2015-04-28
205,204,2015-11-18
197,453,2015-05-24
184,856,2002-05-04
192,609,2013-03-03
208,113,2012-02-18
196,485,2010-06-20
199,393,2015-01-31
203,270,2013-03-28
193,580,2013-07-05
205,209,2008-07-28
194,550,2015-11-28
185,830,2014-05-06
210,55,2015-10-31
205,210,2015-01-07
192,613,2014-06-05
210,56,2015-04-15
184,862,2001-09-02
199,398,2014-04-01
196,491,2014-01-03
187,771,2015-11-12
201,337,2013-04-16
182,926,2015-12-16
206,183,2011-02-13
205,215,2012-06-04
195,525,2014-09-08
186,804,2015-06-09
202,309,2010-12-25
207,154,2014-03-15
201,341,2014-01-27
198,434,2014-02-25
185,839,2012-04-28
212,3,2015-04-17
197,469,2015-05-07
206,191,2012-05-31
210,68,2015-11-17
211,37,2014-04-27
189,719,2015-08-15
181,969,2014-12-20
185,846,2012-12-29
204,257,2015-11-07
190,691,2012-04-25
185,847,2015-08-24
212,10,2008-01-09
197,475,2015-10-09
198,444,2015-06-07
195,538,2015-11-27
195,539,2013-01-24
202,323,2015-03-23
183,913,2015-06-29
189,727,2010-07-25
194,573,2015-12-20
183,914,2012-09-09
206,202,2014-06-03
190,698,2014-07-11
194,574,2015-10-27
203,295,2012-09-06
185,854,2008-01-20
197,483,2015-12-20
200,390,2015-04-03
206,204,2015-12-09
195,545,2012-05-06
186,827,2015-07-04
212,21,2008-03-08
191,673,2015-09-12
210,84,2015-12-19
198,457,2014-06-09
187,798,2015-12-20
183,922,2010-11-18
205,240,2007-07-29
184,892,2002-06-12
190,706,2015-06-25
198,460,2014-08-21
210,88,2015-12-24
192,647,2015-09-08
188,772,2014-12-01
197,493,2015-10-31
206,214,2012-07-17
189,742,2010-04-08
186,835,2015-02-17
184,897,2013-11-24
205,246,2014-05-27
182,960,2014-10-02
194,588,2015-09-27
206,216,2007-03-14
194,589,2015-12-28
182,962,2015-11-08
213,1,2010-02-28
188,776,2015-08-13
192,653,2015-07-04
193,623,2013-09-27
190,716,2009-09-22
201,375,2015-02-12
186,841,2015-11-25
200,407,2015-10-20
205,252,2015-03-29
183,935,2013-06-24
199,439,2015-04-05
209,130,2012-01-07
202,347,2012-08-17
198,471,2015-08-10
189,751,2009-10-22
184,906,2015-12-16
186,845,2015-11-13
196,536,2011-07-12
195,567,2015-07-15
196,537,2015-10-10
213,11,2009-10-19
197,507,2015-09-25
203,321,2015-09-03
208,166,2013-05-25
192,662,2012-12-26
206,229,2012-09-11
213,12,2009-05-17
203,322,2010-08-05
198,479,2015-11-06
184,915,2015-06-17
183,946,2015-05-12
196,543,2014-01-29
211,78,2015-08-09
202,358,2015-02-11
188,793,2015-05-25
183,949,2014-12-06
195,578,2009-08-01
191,702,2009-12-19
213,22,2008-03-18
193,642,2013-07-16
210,115,2015-08-24
194,611,2015-12-26
208,178,2012-12-30
198,488,2015-11-20
212,55,2014-01-14
204,303,2015-12-27
195,582,2015-12-18
200,427,2015-06-25
189,769,2006-01-17
213,27,2013-03-03
212,59,2012-08-03
213,29,2012-09-29
207,216,2014-03-17
186,868,2015-12-27
199,465,2004-07-11
206,248,2012-08-19
201,403,2015-09-05
196,558,2015-05-06
214,1,2009-03-20
188,807,2015-06-15
214,2,2015-11-07
203,344,2013-08-02
200,437,2015-11-17
193,654,2013-02-07
203,345,2011-05-19
207,222,2015-02-27
213,36,2008-12-09
211,99,2008-08-18
193,657,2015-03-18
199,472,2014-10-13
207,225,2014-12-31
212,70,2015-09-06
205,288,2015-05-10
212,72,2009-10-13
184,941,2015-06-12
200,445,2015-08-15
202,385,2010-05-01
206,261,2008-03-28
208,200,2015-12-25
202,386,2015-07-22
211,108,2013-09-14
199,481,2010-08-10
203,357,2014-03-05
189,792,2007-04-14
208,203,2011-01-22
214,17,2013-02-23
183,982,2015-04-06
213,52,2008-11-02
194,643,2015-10-11
192,705,2013-03-16
214,23,2009-04-08
197,551,2015-06-02
214,25,2013-05-02
203,367,2012-09-12
209,181,2015-05-29
200,460,2015-11-08
184,956,2013-10-29
186,895,2014-11-11
197,555,2015-07-30
183,989,2014-08-09
188,834,2014-11-05
201,431,2012-06-11
214,29,2015-03-28
209,184,2006-12-25
184,960,2008-12-03
204,341,2015-10-26
200,465,2015-12-02
184,962,2015-11-25
203,373,2010-09-27
206,281,2009-04-27
212,95,2015-10-16
214,34,2013-09-10
203,376,2015-07-17
214,35,2011-08-31
195,624,2011-06-16
206,283,2015-03-21
210,160,2015-03-31
197,563,2015-08-31
208,222,2010-10-11
201,439,2015-03-09
195,626,2014-04-24
206,285,2009-12-03
208,224,2010-09-16
205,317,2014-03-12
194,659,2015-10-04
208,225,2008-05-17
193,691,2011-06-04
194,664,2015-12-31
189,819,2011-03-23
193,696,2007-08-20
206,294,2015-12-15
187,883,2015-10-09
207,263,2015-08-23
195,635,2015-11-02
203,387,2009-01-04
199,512,2015-08-16
193,698,2011-05-07
195,637,2015-12-12
212,110,2010-03-25
205,328,2014-05-15
209,205,2008-07-28
184,980,2011-11-16
201,453,2011-06-02
193,702,2007-07-21
205,330,2013-11-16
188,857,2015-01-11
193,703,2015-11-03
198,548,2014-10-29
197,580,2015-07-28
192,735,2010-08-25
207,270,2014-03-14
210,178,2014-12-20
196,613,2012-09-06
197,583,2015-06-07
202,428,2010-07-16
210,183,2015-03-01
195,648,2011-12-04
209,215,2006-05-16
208,246,2015-06-22
202,433,2014-06-21
194,681,2015-09-25
215,31,2013-11-27
187,899,2015-10-02
199,528,2012-10-23
198,559,2014-08-03
195,653,2015-11-30
206,312,2014-04-29
201,467,2015-06-15
202,437,2012-08-22
188,871,2015-01-09
208,252,2015-03-02
199,531,2014-09-08
184,997,2008-08-06
207,284,2014-09-30
206,316,2013-12-25
200,503,2015-10-25
201,474,2014-04-14
216,9,2015-09-29
203,412,2010-03-13
194,692,2015-11-19
202,446,2010-04-20
194,696,2015-12-22
186,944,2015-04-21
201,479,2013-05-02
214,77,2010-08-13
198,573,2014-01-16
204,387,2015-11-01
206,325,2015-07-23
191,791,2011-08-01
214,78,2015-12-24
200,513,2015-07-29
195,669,2014-07-07
210,205,2015-01-07
195,670,2014-03-27
201,484,2014-10-31
191,794,2009-12-29
191,797,2013-12-10
201,487,2015-09-05
187,922,2015-11-09
195,674,2015-12-17
194,705,2015-09-23
215,55,2005-10-17
196,644,2015-05-13
215,56,2006-02-23
199,553,2014-03-11
212,150,2015-11-27
196,646,2015-11-26
216,27,2014-11-17
195,678,2005-01-05
201,494,2015-07-11
194,711,2015-10-14
196,650,2014-11-27
201,495,2011-10-11
185,995,2012-05-07
216,35,2015-10-03
217,6,2015-05-07
200,534,2015-07-07
205,380,2013-07-25
212,163,2014-08-16
199,566,2013-10-09
196,659,2014-12-09
192,784,2015-01-02
213,133,2011-09-22
193,755,2008-09-12
212,166,2012-03-26
212,168,2015-07-17
200,541,2015-10-28
195,697,2014-04-09
205,387,2015-06-22
207,326,2015-07-31
195,699,2015-07-02
211,203,2012-06-04
204,421,2015-12-14
216,49,2015-07-20
215,80,2015-09-14
217,18,2015-12-03
216,50,2015-08-21
186,981,2015-05-03
190,858,2010-12-06
199,580,2015-09-13
214,115,2015-08-13
198,613,2014-03-21
216,58,2015-04-02
212,182,2010-03-28
207,337,2014-10-16
200,556,2015-11-13
210,246,2015-07-20
195,711,2014-08-21
214,123,2008-08-19
207,340,2015-07-09
204,433,2015-11-18
198,620,2015-06-19
189,899,2014-10-20
187,963,2015-08-29
195,715,2011-11-14
214,127,2011-03-04
192,809,2015-12-24
208,314,2014-02-18
198,625,2014-02-04
198,626,2014-12-14
197,657,2015-03-14
204,441,2015-11-29
197,658,2015-09-05
201,534,2015-04-27
212,194,2015-11-03
216,70,2015-06-03
213,166,2010-03-14
217,42,2015-07-22
206,385,2007-08-28
198,633,2015-01-09
203,478,2012-03-17
192,819,2008-08-06
191,851,2013-10-19
198,634,2015-10-17
217,46,2015-08-21
203,481,2012-11-11
216,79,2015-08-03
204,451,2015-11-23
215,112,2014-05-27
195,732,2015-05-27
211,237,2013-10-05
199,610,2009-04-10
202,518,2011-03-04
217,53,2015-12-07
187,984,2015-09-17
205,426,2013-12-28
211,240,2006-11-21
193,800,2011-03-29
209,304,2012-05-27
214,149,2011-06-25
206,398,2012-11-06
208,337,2010-01-09
190,896,2014-04-03
209,307,2012-02-04
214,153,2009-07-09
200,587,2015-05-24
201,557,2015-12-22
203,495,2013-05-13
193,805,2004-04-18
188,961,2015-11-30
202,527,2015-12-01
195,745,2014-05-06
214,156,2014-09-06
209,311,2014-07-27
210,281,2015-08-12
204,467,2015-12-03
193,809,2015-12-14
218,34,2007-03-04
203,500,2010-05-29
198,655,2014-07-28
209,314,2007-12-07
201,562,2012-10-18
210,284,2014-12-29
199,626,2014-02-22
197,688,2015-08-23
219,7,2013-11-10
198,658,2014-01-19
192,844,2009-03-09
219,8,2013-08-01
200,598,2015-02-10
203,505,2015-12-08
200,599,2015-09-26
210,289,2015-05-18
204,475,2015-12-25
195,754,2013-06-30
218,42,2011-03-30
202,538,2015-12-07
200,600,2015-07-07
212,229,2013-12-31
209,322,2015-08-06
197,694,2015-08-22
199,632,2003-11-25
209,323,2015-10-05
199,633,2015-04-11
219,13,2014-05-21
215,137,2014-07-02
201,572,2015-03-17
215,139,2009-11-17
219,15,2014-10-16
191,883,2014-10-19
208,357,2011-07-19
218,48,2015-04-14
205,452,2013-08-11
206,421,2013-08-18
203,514,2014-01-05
209,330,2011-04-28
203,516,2009-10-07
200,610,2014-12-04
217,84,2014-05-08
200,612,2015-09-21
210,303,2015-12-24
192,862,2012-12-29
195,770,2015-12-29
192,863,2012-08-21
207,400,2015-05-22
209,339,2014-03-21
205,463,2007-07-03
210,309,2015-06-26
190,930,2015-12-15
193,837,2015-06-16
214,186,2015-10-23
195,775,2013-02-10
189,961,2005-12-19
201,589,2014-04-12
203,528,2009-08-28
214,187,2015-10-14
211,280,2013-10-01
217,95,2015-03-09
194,808,2015-09-26
207,406,2015-04-23
206,437,2015-05-27
202,561,2012-06-07
214,190,2015-10-13
208,376,2015-08-10
191,903,2008-05-03
216,128,2015-04-10
193,841,2009-02-05
204,501,2015-11-17
191,904,2013-03-07
217,98,2015-12-30
214,191,2012-03-27
190,936,2014-07-18
201,595,2013-02-28
215,161,2007-12-17
196,751,2015-04-22
198,691,2014-03-29
201,598,2014-05-22
220,9,2015-11-30
215,167,2012-07-13
199,663,2015-11-10
215,168,2010-07-08
193,850,2005-04-05
198,696,2014-06-14
199,665,2004-09-04
206,448,2012-06-04
192,882,2014-03-15
201,604,2015-09-02
213,232,2013-09-02
193,852,2012-09-15
197,729,2015-10-06
211,296,2015-05-27
193,855,2015-10-06
198,700,2015-02-28
191,918,2015-04-26
205,484,2015-07-16
196,763,2014-07-02
214,206,2012-07-17
