id1,id2,friendedOn
44,931,2015-12-25
66,249,2015-03-10
57,529,2013-11-24
49,777,2013-10-01
69,157,2015-11-07
70,126,2013-03-07
64,312,2015-11-07
47,841,2015-01-13
66,252,2009-09-24
62,376,2013-07-29
63,346,2015-06-03
57,533,2013-04-28
55,595,2013-06-21
44,936,2013-02-02
73,38,2012-04-27
69,162,2009-03-17
49,783,2012-08-21
69,165,2011-03-25
74,10,2013-09-30
71,105,2012-01-20
59,478,2012-10-30
60,449,2015-12-08
60,450,2013-06-24
45,915,2015-01-01
44,947,2010-12-11
60,451,2015-04-03
69,173,2013-11-26
74,18,2015-03-16
57,546,2015-08-04
59,485,2008-08-29
44,952,2008-10-30
56,580,2015-07-14
72,85,2015-04-24
65,302,2013-03-06
61,427,2015-08-23
47,861,2010-12-30
62,396,2014-06-26
63,365,2014-10-13
71,118,2015-09-03
52,707,2015-09-15
46,893,2014-08-25
53,676,2014-01-29
72,88,2015-03-04
52,708,2015-07-05
74,26,2014-09-17
63,369,2014-11-26
70,152,2015-10-20
64,338,2015-10-07
69,185,2011-11-15
57,558,2011-10-19
49,807,2012-02-23
75,2,2014-03-05
44,964,2015-03-02
52,717,2015-06-18
47,872,2014-12-09
62,408,2007-01-13
52,718,2015-07-19
57,565,2013-04-09
51,753,2015-12-11
53,692,2015-11-26
71,134,2015-05-07
50,786,2015-05-06
74,43,2015-02-19
61,446,2014-06-03
44,973,2009-04-07
47,883,2011-11-22
74,46,2014-10-12
58,542,2012-11-19
61,450,2013-04-27
49,823,2010-12-27
68,234,2014-11-20
47,886,2011-08-17
52,731,2015-08-25
70,175,2015-11-27
54,671,2013-11-01
53,702,2010-02-12
44,981,2015-09-21
53,703,2014-09-24
60,487,2013-07-08
72,116,2015-10-29
74,55,2014-08-01
69,210,2012-04-18
66,306,2013-11-25
73,89,2011-11-14
60,492,2013-05-24
44,989,2015-04-13
55,649,2015-02-21
59,527,2009-04-06
60,497,2013-05-01
61,467,2014-11-12
70,188,2012-11-22
48,870,2009-11-21
62,437,2015-03-12
53,717,2015-02-09
50,810,2015-06-04
69,221,2014-08-22
47,905,2013-07-25
66,316,2014-08-17
51,781,2015-05-17
50,813,2015-08-03
46,937,2015-04-20
75,40,2014-07-27
45,970,2011-08-27
66,319,2007-07-31
48,877,2015-06-01
71,164,2015-12-20
50,815,2015-06-05
53,722,2015-02-05
66,320,2012-07-13
57,599,2011-01-14
72,135,2015-08-21
63,415,2015-05-04
45,973,2009-12-09
73,106,2012-09-07
64,385,2015-11-01
52,758,2015-06-27
55,665,2014-12-03
53,727,2012-10-03
51,789,2015-09-24
49,852,2015-11-23
65,356,2014-12-25
53,729,2014-01-08
45,977,2014-10-10
49,853,2015-07-14
66,327,2014-05-23
73,110,2013-04-19
54,700,2013-10-04
60,514,2014-12-24
73,112,2014-12-13
65,360,2014-05-19
45,982,2015-03-03
53,734,2014-11-23
73,114,2014-01-13
66,331,2009-09-20
61,488,2011-04-22
48,891,2012-12-26
63,426,2014-01-13
50,830,2015-07-11
49,861,2013-11-18
49,863,2012-01-22
65,367,2013-03-17
58,584,2008-09-28
69,244,2015-07-13
55,678,2015-06-14
48,895,2015-07-18
75,59,2015-07-04
62,462,2010-12-18
71,184,2014-08-05
69,247,2015-05-22
55,681,2014-07-11
67,310,2012-02-22
74,94,2015-12-04
66,342,2015-02-18
54,714,2015-08-18
49,871,2011-11-21
60,531,2015-03-16
51,811,2015-06-20
75,67,2014-04-24
65,377,2015-12-10
46,967,2015-06-01
64,409,2015-06-20
49,875,2011-11-22
54,720,2015-09-05
57,628,2015-07-21
62,473,2015-10-31
60,536,2014-06-27
65,382,2015-09-07
53,754,2013-08-21
63,445,2014-05-31
53,755,2014-08-19
51,819,2015-05-29
69,262,2014-04-15
61,511,2015-11-07
51,823,2015-05-17
74,110,2012-01-26
53,761,2014-12-07
77,18,2015-02-05
58,607,2009-01-29
57,638,2014-06-03
51,826,2015-09-20
65,392,2014-02-25
68,299,2014-02-04
59,579,2015-06-26
53,765,2015-11-28
47,951,2012-11-20
47,952,2010-10-28
48,921,2015-05-21
73,146,2014-12-25
51,829,2015-07-30
56,674,2010-06-11
54,736,2015-10-31
61,522,2015-04-10
74,119,2010-06-18
47,957,2013-07-09
46,988,2015-12-28
72,184,2015-03-05
67,340,2009-08-02
55,712,2013-03-05
62,496,2012-06-25
69,280,2015-10-16
55,714,2015-02-16
65,405,2015-06-15
75,96,2014-08-05
61,530,2015-02-22
65,407,2015-06-15
65,409,2015-07-20
78,7,2013-12-24
70,256,2014-03-12
59,598,2013-01-01
56,692,2015-12-06
66,383,2014-03-22
74,139,2013-02-15
68,325,2014-09-16
73,171,2015-09-18
76,78,2009-04-27
54,761,2015-01-12
50,885,2015-08-26
52,824,2015-07-30
66,391,2015-01-22
71,236,2012-05-11
62,515,2014-12-19
47,980,2013-12-17
74,144,2012-07-12
56,702,2015-06-29
58,641,2015-09-28
59,610,2015-08-26
63,486,2014-03-19
50,891,2015-05-13
58,643,2015-11-03
65,426,2015-03-18
48,953,2007-01-05
68,334,2013-11-02
67,365,2012-10-05
53,799,2015-06-10
62,520,2013-03-17
72,211,2015-09-02
65,428,2015-04-16
49,924,2015-05-30
47,987,2010-07-25
56,709,2013-03-19
71,245,2015-07-27
72,214,2015-12-15
74,152,2015-09-22
65,431,2015-05-12
55,743,2015-09-26
67,372,2008-11-27
47,993,2015-07-20
71,250,2013-08-29
74,157,2015-07-25
53,808,2013-09-28
66,406,2002-12-03
52,841,2015-12-09
79,4,2014-08-10
79,5,2014-08-14
68,346,2013-01-08
74,161,2012-08-15
75,131,2015-08-06
51,877,2015-11-17
60,600,2012-07-11
64,477,2015-09-18
73,199,2012-02-07
50,913,2015-06-10
68,358,2015-02-23
66,421,2014-07-29
73,204,2015-04-07
67,391,2011-06-12
74,174,2015-04-26
52,856,2015-06-02
76,113,2010-03-29
65,454,2013-01-04
77,82,2014-06-16
73,206,2013-04-08
57,702,2012-07-21
62,549,2012-11-07
72,240,2015-08-25
49,954,2015-09-02
53,831,2014-03-15
54,800,2015-01-27
77,88,2014-11-20
60,615,2012-11-09
55,770,2012-10-03
78,57,2015-09-20
72,244,2015-04-11
54,802,2010-01-29
69,339,2009-09-15
75,154,2015-04-04
73,216,2014-06-02
60,620,2012-01-04
68,372,2014-03-08
69,342,2015-04-14
50,931,2015-11-18
66,436,2013-08-15
68,374,2015-03-20
69,343,2013-10-01
58,685,2015-12-08
48,995,2015-09-17
80,4,2015-01-15
55,779,2013-04-29
66,438,2015-11-13
54,811,2015-10-21
73,223,2014-11-23
68,379,2013-02-17
71,287,2010-08-11
64,504,2015-10-16
49,970,2012-05-06
63,537,2014-10-12
52,879,2015-09-19
49,972,2015-11-08
56,755,2010-09-03
63,539,2013-11-15
49,975,2013-12-07
59,665,2014-03-04
65,479,2015-06-11
78,76,2009-04-27
53,852,2015-12-21
77,108,2014-07-26
74,202,2010-09-15
58,699,2011-10-11
61,607,2014-12-10
79,50,2015-08-29
49,982,2015-08-27
72,270,2015-10-29
69,363,2015-12-23
60,642,2010-12-20
69,364,2011-05-07
63,551,2015-07-09
64,520,2015-09-27
73,242,2015-06-03
51,924,2015-12-14
58,708,2015-05-01
64,523,2015-11-15
79,58,2013-09-04
70,338,2015-03-27
62,587,2015-08-07
65,495,2013-05-07
56,774,2014-05-12
68,403,2014-07-17
63,559,2015-08-31
67,436,2014-04-10
55,808,2014-02-08
71,312,2009-03-21
58,716,2008-01-22
50,965,2015-05-12
49,996,2012-11-05
56,781,2010-11-01
64,535,2015-10-20
79,70,2012-11-20
55,815,2013-02-15
70,350,2012-10-10
79,71,2009-05-18
74,227,2014-03-01
65,507,2013-03-17
53,879,2012-02-13
78,105,2014-07-22
71,322,2015-08-15
71,323,2014-08-08
80,45,2015-06-28
61,635,2014-03-16
64,543,2015-08-27
50,978,2015-12-31
63,576,2014-05-05
81,20,2014-06-01
64,549,2015-05-10
65,518,2014-09-02
60,677,2011-08-12
77,151,2015-12-29
56,804,2013-10-19
52,929,2015-10-30
54,868,2011-04-11
76,186,2014-04-29
71,342,2014-12-05
55,838,2014-01-01
64,559,2015-11-26
60,684,2009-02-26
66,501,2015-01-15
59,718,2011-05-22
50,1000,2015-08-14
71,349,2008-12-05
58,752,2012-09-26
55,845,2003-07-07
57,784,2015-11-24
52,939,2015-12-21
63,598,2015-03-06
74,257,2014-06-03
70,382,2012-10-27
56,817,2011-07-04
69,414,2012-04-23
74,259,2015-05-03
78,135,2009-04-14
64,569,2015-06-10
68,445,2015-02-11
57,787,2011-09-19
58,756,2015-02-25
53,911,2013-12-19
52,942,2015-09-24
52,943,2015-08-10
60,695,2009-12-02
54,882,2014-05-06
53,913,2015-08-15
60,697,2011-12-17
52,945,2015-06-13
79,108,2015-05-13
58,760,2015-12-15
61,667,2011-06-11
56,822,2015-11-28
55,853,2014-01-02
71,357,2006-04-30
58,761,2015-09-03
71,358,2012-09-08
81,52,2015-09-05
82,22,2015-01-14
69,426,2013-11-03
73,303,2014-07-06
52,954,2015-06-23
61,676,2011-12-31
66,521,2013-05-16
71,366,2014-04-08
77,180,2015-06-06
56,832,2012-07-04
82,26,2013-10-26
52,956,2015-08-10
73,307,2014-04-06
56,834,2015-07-19
65,556,2015-12-26
62,649,2011-08-04
72,340,2015-05-06
70,402,2015-07-23
68,465,2013-10-25
74,280,2015-11-18
76,218,2011-11-04
62,652,2012-01-12
57,808,2014-04-13
67,498,2006-07-15
78,158,2014-06-02
73,314,2015-11-29
55,872,2015-12-02
77,191,2015-11-16
55,875,2012-12-17
52,968,2015-09-25
69,443,2012-04-01
72,351,2015-04-06
59,755,2005-02-11
72,352,2015-04-10
70,414,2015-03-26
60,724,2014-11-02
55,880,2015-06-29
52,974,2015-06-21
56,850,2015-11-04
79,137,2014-08-03
72,354,2015-03-11
70,416,2012-12-15
54,913,2012-08-20
68,479,2014-02-08
69,448,2014-12-07
53,945,2011-07-14
80,108,2014-03-23
66,543,2010-09-29
56,854,2009-11-16
52,978,2015-09-27
83,18,2015-11-22
58,794,2015-02-10
79,144,2010-01-30
78,175,2015-12-07
77,208,2014-11-20
81,84,2010-06-04
60,735,2008-12-02
65,580,2015-10-29
55,891,2011-06-05
79,147,2015-08-05
80,117,2015-01-13
55,892,2013-12-23
72,365,2015-07-25
53,955,2015-08-14
79,149,2015-04-13
61,708,2014-02-23
79,150,2008-11-19
55,894,2015-01-22
53,958,2010-07-12
76,246,2014-08-25
80,122,2012-12-08
69,463,2011-05-11
66,556,2015-12-19
62,681,2015-08-18
57,836,2011-02-17
59,775,2008-08-03
64,620,2015-09-14
70,434,2013-04-24
69,467,2012-10-19
62,684,2009-07-26
84,3,2013-03-21
67,530,2015-06-25
65,592,2015-09-19
77,221,2015-07-21
57,841,2012-08-16
68,500,2015-02-25
77,222,2015-12-11
76,254,2014-02-28
82,68,2015-10-30
73,347,2015-10-21
65,596,2012-11-23
66,566,2011-01-09
75,288,2014-08-19
54,940,2007-01-31
72,382,2015-06-14
74,321,2011-08-13
63,663,2013-05-27
54,942,2011-04-07
79,168,2013-03-27
76,262,2011-05-05
74,324,2014-05-01
56,883,2008-09-16
71,418,2014-07-22
82,77,2014-06-16
84,15,2010-04-27
65,605,2012-01-10
68,512,2013-08-10
81,109,2015-03-20
77,234,2013-08-16
58,824,2013-05-12
64,638,2015-12-09
77,235,2015-03-06
62,702,2009-10-30
54,950,2015-01-24
53,982,2015-08-10
68,517,2015-08-09
70,456,2015-05-25
65,611,2014-03-09
75,301,2015-08-24
54,953,2015-11-24
70,458,2015-10-14
64,644,2015-06-26
65,613,2015-09-11
64,646,2015-08-05
72,399,2015-12-15
60,772,2015-09-29
56,897,2015-08-16
84,31,2007-03-16
70,466,2015-05-12
67,559,2015-08-16
79,187,2015-01-15
73,373,2013-12-24
70,467,2012-06-10
79,189,2010-07-08
64,654,2015-10-24
62,717,2013-04-05
82,97,2005-01-01
55,935,2014-08-13
59,813,2005-04-23
55,937,2014-01-05
68,535,2015-05-09
84,39,2009-10-27
59,815,2010-04-07
75,319,2014-07-27
62,722,2013-09-17
84,41,2014-08-20
82,103,2012-10-11
76,290,2015-10-03
65,631,2014-05-06
77,260,2014-07-30
61,757,2012-01-18
63,696,2014-03-28
80,169,2015-01-08
79,200,2013-03-13
65,634,2013-07-08
70,481,2014-03-06
74,357,2013-07-24
69,513,2010-03-19
77,266,2015-12-01
73,390,2012-02-10
82,112,2014-12-19
59,826,2013-01-25
56,919,2012-06-15
54,982,2015-06-21
74,362,2015-05-09
72,425,2015-08-30
65,642,2015-07-28
74,363,2014-02-04
85,23,2015-08-09
54,984,2011-08-08
61,768,2015-11-26
72,427,2015-08-28
77,272,2014-08-05
84,56,2013-07-30
61,770,2014-06-30
70,492,2015-05-15
74,368,2015-11-02
57,896,2009-11-17
59,834,2015-02-16
61,772,2012-03-20
62,742,2015-06-30
85,29,2015-09-21
84,60,2011-04-06
62,743,2011-12-07
60,805,2015-11-15
81,155,2011-07-13
59,837,2003-02-17
64,683,2015-09-05
80,188,2015-07-31
54,995,2014-04-29
73,406,2012-02-29
73,407,2013-12-29
78,253,2011-09-21
60,811,2015-12-07
58,873,2015-07-06
57,905,2010-06-22
61,781,2011-08-29
77,286,2015-04-19
56,938,2015-05-02
63,721,2015-08-15
86,9,2014-03-30
82,133,2006-02-12
85,42,2014-10-01
61,787,2015-10-18
62,756,2013-07-26
83,106,2015-12-17
69,540,2013-02-18
72,449,2015-12-22
79,232,2014-11-06
83,109,2015-09-08
64,699,2015-12-23
71,482,2014-03-15
61,793,2015-08-02
71,484,2014-10-22
74,391,2011-10-21
84,81,2010-06-04
62,763,2013-02-10
58,888,2015-12-10
61,795,2013-08-09
64,702,2015-08-13
55,981,2015-08-20
62,764,2009-03-04
67,610,2015-01-21
82,145,2015-01-04
70,518,2013-10-29
65,673,2014-01-08
59,860,2015-03-06
85,54,2010-06-22
69,550,2015-05-12
82,147,2015-10-01
77,302,2015-02-12
72,458,2015-04-21
70,520,2015-11-30
69,552,2013-02-05
66,646,2014-06-11
67,615,2012-10-03
72,461,2015-12-16
71,492,2012-09-18
76,338,2010-04-16
72,462,2015-11-04
64,710,2015-09-28
60,835,2015-12-12
80,215,2015-01-09
83,124,2015-04-25
69,558,2012-10-09
67,621,2013-09-29
86,32,2012-04-01
78,281,2015-08-07
72,467,2015-12-07
60,839,2014-01-10
56,964,2015-02-13
61,811,2015-08-06
73,439,2015-09-21
82,160,2011-04-11
71,501,2010-11-13
62,780,2015-07-24
73,440,2012-05-20
58,905,2010-10-05
75,378,2014-12-11
61,814,2015-01-07
70,536,2014-08-03
72,474,2015-11-08
72,475,2015-06-02
85,72,2015-04-24
61,816,2015-10-12
72,476,2015-01-30
73,445,2014-09-17
65,694,2015-01-28
61,818,2012-07-14
70,540,2013-12-14
86,44,2014-12-04
56,975,2013-07-01
59,882,2015-12-03
79,263,2014-03-29
75,387,2014-02-24
82,170,2014-06-06
61,822,2015-11-19
84,110,2012-08-10
73,451,2013-09-06
66,669,2014-06-11
57,948,2005-06-22
66,670,2015-08-28
87,19,2015-08-05
75,393,2014-07-07
73,456,2014-07-31
82,178,2015-04-24
72,489,2015-09-21
69,585,2015-08-25
79,276,2010-11-21
65,710,2015-09-14
57,958,2005-12-29
77,338,2015-09-30
72,493,2015-10-24
74,431,2015-11-27
83,155,2015-07-16
83,156,2015-01-14
81,219,2013-03-05
74,437,2015-11-09
62,810,2006-02-04
86,66,2013-05-06
87,37,2009-04-22
73,473,2015-12-25
72,504,2015-09-06
63,784,2015-05-02
64,754,2015-09-13
73,475,2013-12-24
65,724,2015-02-29
80,259,2014-06-07
83,167,2015-04-06
58,942,2009-10-21
74,447,2014-06-17
72,509,2015-06-29
81,231,2011-10-06
57,975,2014-12-17
71,541,2015-09-22
60,882,2014-03-25
77,356,2015-11-30
72,511,2015-12-28
69,604,2012-12-01
85,108,2012-09-14
84,139,2013-11-26
84,140,2015-07-20
81,233,2014-02-23
58,947,2015-03-31
88,18,2015-12-31
62,824,2013-04-12
67,670,2015-09-08
74,454,2012-04-05
75,423,2014-08-25
71,550,2007-11-22
66,705,2010-12-22
79,302,2011-11-14
81,240,2015-05-07
62,831,2015-03-18
57,986,2012-05-21
61,862,2014-07-28
59,924,2015-09-20
74,460,2013-01-27
58,957,2015-05-14
78,337,2013-02-06
68,648,2014-04-03
83,184,2014-11-12
82,215,2015-11-23
68,650,2015-06-02
79,310,2010-07-12
78,342,2014-08-05
63,808,2013-09-28
57,996,2011-07-06
89,4,2006-02-11
63,812,2013-08-20
77,379,2015-02-14
64,782,2015-06-02
74,473,2015-11-19
83,194,2014-12-19
77,380,2014-03-30
81,257,2014-11-07
70,599,2013-06-22
71,569,2013-08-18
66,726,2014-01-07
65,758,2012-12-21
71,572,2004-09-23
73,510,2015-01-05
61,883,2013-09-09
86,111,2013-03-02
68,669,2013-06-02
74,483,2014-07-04
82,236,2011-09-24
71,577,2013-09-11
75,453,2014-06-14
77,393,2014-02-16
67,704,2014-02-27
65,766,2014-04-27
61,890,2012-05-30
74,487,2014-05-11
83,209,2015-01-11
68,674,2013-04-30
72,551,2015-10-08
71,582,2005-07-30
74,490,2012-07-03
75,459,2014-05-10
58,987,2011-05-27
65,770,2015-02-15
60,925,2012-09-23
60,926,2012-06-09
80,306,2014-06-16
77,400,2014-02-23
84,184,2014-04-22
68,680,2015-01-14
76,432,2005-05-21
63,836,2015-04-19
88,62,2015-05-07
89,31,2011-11-06
75,465,2014-05-12
69,651,2009-11-15
71,590,2014-05-16
78,373,2012-07-05
74,498,2010-05-14
62,871,2014-03-08
61,902,2015-05-05
76,438,2015-06-05
62,872,2014-11-23
86,129,2012-04-29
63,843,2015-07-05
77,410,2014-11-22
75,472,2014-10-17
79,350,2013-02-29
88,72,2015-03-04
67,723,2009-11-21
86,135,2013-12-02
74,508,2010-08-28
87,107,2015-08-02
63,851,2013-12-17
67,727,2014-01-18
83,232,2014-12-14
88,77,2014-11-20
63,852,2015-11-27
78,387,2009-10-01
69,667,2010-09-20
84,203,2014-04-04
65,793,2015-09-24
69,670,2015-12-01
86,144,2014-02-16
61,920,2015-06-23
82,269,2013-08-14
84,208,2006-05-18
60,952,2010-08-16
71,611,2006-05-01
78,395,2015-05-08
59,984,2014-01-01
78,396,2015-06-25
90,24,2015-04-09
87,118,2014-10-08
71,614,2015-06-29
85,182,2015-02-11
89,58,2014-03-05
82,276,2015-06-14
74,524,2013-12-10
69,679,2010-12-29
60,958,2012-04-27
73,555,2014-01-06
80,338,2013-10-27
83,245,2015-09-27
90,29,2015-11-09
65,804,2015-12-23
62,897,2007-12-23
64,835,2015-07-04
69,681,2015-04-29
67,744,2015-11-27
77,436,2013-11-24
63,870,2015-01-21
72,591,2015-08-26
61,933,2015-03-07
63,871,2014-01-07
69,685,2015-11-29
68,716,2014-09-07
83,255,2015-12-29
62,906,2015-10-04
72,596,2015-08-06
73,565,2013-12-12
71,627,2014-04-20
72,597,2015-03-22
83,256,2015-11-17
78,411,2011-01-18
74,536,2014-06-29
69,691,2015-07-16
90,41,2015-03-11
87,135,2006-12-22
67,755,2008-07-24
89,73,2011-11-14
81,323,2015-06-14
74,541,2015-02-15
88,108,2014-10-07
81,325,2015-09-15
78,418,2014-02-25
77,450,2013-08-13
72,607,2015-07-28
69,701,2013-12-01
87,143,2015-11-07
85,206,2012-11-27
79,393,2011-03-03
77,455,2015-12-06
86,177,2012-09-16
82,302,2007-10-31
63,891,2013-06-23
71,644,2013-06-07
61,955,2012-05-25
74,553,2010-06-21
85,213,2012-05-19
65,833,2013-08-05
80,368,2015-11-06
77,461,2013-09-04
69,710,2015-11-02
87,152,2014-01-06
78,431,2010-05-14
72,621,2015-12-23
77,466,2013-12-03
77,468,2015-08-24
71,655,2014-09-01
92,4,2014-09-20
89,97,2004-10-21
74,564,2013-10-25
61,967,2014-08-15
69,721,2015-11-15
69,722,2009-06-26
73,598,2014-10-03
69,723,2013-04-17
76,506,2015-04-27
68,755,2015-08-27
63,911,2014-03-17
83,292,2015-03-19
80,386,2012-12-26
66,821,2015-01-25
91,47,2015-09-29
84,264,2015-10-16
77,481,2014-09-10
74,575,2014-07-28
68,761,2014-08-25
71,670,2015-08-24
74,578,2012-08-31
65,859,2015-05-06
70,704,2014-10-07
68,766,2014-12-18
66,829,2015-10-17
81,364,2013-10-05
78,457,2013-11-25
87,179,2014-10-02
82,335,2012-05-14
65,863,2012-02-20
70,709,2013-12-13
76,523,2015-07-27
61,989,2015-03-26
69,742,2013-07-27
82,341,2014-10-19
68,775,2015-03-31
63,931,2015-12-27
77,498,2015-12-05
80,405,2015-07-20
93,4,2008-08-20
74,594,2010-02-05
72,657,2015-05-06
66,843,2002-01-17
76,533,2015-01-28
84,287,2014-02-29
81,380,2011-03-10
71,691,2013-11-30
75,567,2014-02-22
70,725,2013-10-02
78,477,2014-09-10
83,322,2015-11-05
76,540,2013-08-08
73,633,2011-12-12
89,137,2012-07-13
87,202,2015-06-02
84,295,2014-06-16
81,388,2014-09-29
66,853,2015-05-20
68,791,2014-05-02
80,420,2013-03-01
88,173,2014-12-03
82,361,2011-11-28
88,175,2015-11-13
69,765,2015-01-12
86,238,2015-02-24
90,114,2015-08-19
83,331,2015-08-08
74,612,2015-09-20
83,333,2015-01-27
78,489,2008-07-03
86,241,2012-08-20
62,985,2012-01-22
68,800,2014-07-15
84,304,2010-09-08
76,552,2006-02-16
90,118,2015-03-30
76,553,2007-01-30
71,708,2015-04-14
78,492,2013-08-28
87,213,2012-12-20
73,647,2014-06-29
88,184,2015-12-07
66,866,2013-12-09
65,897,2014-05-26
85,277,2015-12-15
74,619,2015-02-06
68,806,2015-07-27
82,373,2013-02-21
93,33,2012-11-17
72,684,2015-04-05
70,747,2015-01-19
77,531,2014-11-25
93,36,2009-07-30
64,936,2015-11-06
91,100,2014-04-03
72,689,2015-09-23
94,8,2015-12-27
75,597,2015-04-16
77,536,2015-04-25
94,10,2015-12-28
81,413,2013-09-25
73,661,2013-02-26
77,539,2015-02-05
63,973,2015-07-10
85,291,2011-04-07
90,137,2015-12-22
79,478,2013-06-12
91,107,2015-11-02
65,913,2015-04-18
93,46,2015-03-06
65,917,2013-06-09
80,452,2013-02-10
85,298,2012-09-28
75,608,2015-10-05
81,422,2011-09-06
63,980,2015-02-10
78,515,2015-08-03
87,237,2015-07-06
73,672,2014-07-18
79,487,2009-03-01
66,891,2009-03-06
70,768,2012-11-02
74,644,2012-12-08
85,304,2012-09-06
69,800,2013-05-29
67,862,2014-10-09
77,553,2014-08-14
68,832,2014-09-08
90,151,2015-12-15
89,182,2015-09-13
86,276,2014-04-18
70,772,2012-11-25
90,153,2015-06-05
77,556,2015-12-31
87,248,2010-02-24
67,868,2013-01-23
83,373,2015-04-23
73,684,2013-12-04
79,498,2009-06-05
77,560,2015-11-15
69,809,2015-12-12
66,903,2012-02-18
69,810,2013-05-20
69,811,2015-12-04
89,192,2010-01-20
92,99,2015-11-21
95,7,2012-12-11
72,720,2015-03-05
90,163,2015-08-20
70,783,2012-03-29
81,443,2014-09-18
80,475,2013-06-09
88,227,2015-08-12
70,786,2014-12-04
94,43,2015-12-20
80,477,2015-02-09
66,912,2011-07-11
85,324,2013-07-05
82,418,2015-04-06
67,883,2011-05-06
87,263,2012-08-10
95,16,2014-01-09
79,512,2014-08-01
72,729,2015-08-25
72,730,2015-08-03
92,110,2012-10-30
90,173,2015-08-19
69,825,2009-07-18
83,392,2015-02-07
66,920,2013-04-28
74,673,2012-12-17
88,239,2014-06-21
84,364,2010-07-26
82,428,2013-04-06
73,708,2015-11-28
67,894,2015-11-22
66,925,2015-05-30
72,741,2015-08-11
83,402,2015-05-03
91,154,2015-10-02
70,806,2012-12-15
90,186,2015-04-10
69,838,2013-09-13
70,808,2014-04-02
74,684,2012-09-07
94,64,2015-12-27
68,870,2015-07-29
82,437,2015-02-21
73,716,2015-12-31
74,685,2015-11-19
74,686,2013-07-06
76,624,2013-10-15
85,347,2015-09-12
74,688,2011-12-17
72,750,2015-08-21
84,379,2015-12-03
96,7,2015-05-29
92,131,2014-12-31
69,844,2013-10-05
73,720,2015-01-13
65,969,2014-12-11
90,195,2015-11-14
78,568,2015-10-27
93,104,2013-06-02
77,600,2014-11-21
94,74,2015-12-04
96,12,2013-07-22
75,664,2014-11-24
95,44,2013-01-03
82,447,2014-09-15
84,385,2013-10-03
70,819,2013-05-06
82,448,2012-08-04
71,789,2014-02-01
86,325,2014-11-29
82,450,2015-08-20
82,451,2014-11-25
77,607,2015-04-21
67,917,2009-08-26
69,855,2012-02-10
88,266,2015-11-24
79,546,2015-07-08
83,423,2015-05-10
90,206,2015-10-27
70,826,2012-04-18
67,919,2015-05-04
93,114,2011-12-19
72,766,2015-08-04
90,208,2015-04-19
85,363,2014-04-19
89,240,2014-09-04
84,395,2015-04-02
78,582,2013-11-13
88,272,2015-08-02
74,707,2011-09-10
69,862,2014-01-06
82,460,2005-12-13
77,615,2013-12-30
90,213,2015-01-29
92,151,2015-12-18
85,369,2013-11-04
80,525,2015-10-19
79,556,2015-12-31
84,402,2015-03-24
90,216,2014-12-30
83,434,2015-12-05
83,435,2015-08-31
84,404,2012-05-03
91,187,2015-10-24
73,746,2014-01-31
74,716,2014-06-11
77,624,2015-10-01
70,841,2014-02-14
90,224,2014-12-31
95,69,2014-01-05
80,534,2014-08-25
82,472,2012-12-26
84,411,2009-10-02
96,40,2014-08-23
67,939,2014-11-05
86,350,2013-04-10
85,382,2011-08-11
70,847,2012-09-18
92,166,2012-08-19
71,820,2013-02-15
89,263,2015-12-12
92,170,2012-06-14
86,357,2015-12-08
69,884,2010-02-09
83,451,2015-12-20
91,203,2012-04-19
83,452,2015-03-04
81,515,2014-12-27
66,981,2015-08-11
75,702,2014-05-07
72,795,2015-10-21
68,919,2013-10-22
91,207,2015-01-07
94,114,2015-12-26
84,424,2014-10-23
66,983,2015-07-11
89,270,2014-11-09
74,736,2015-08-20
85,396,2015-08-30
72,801,2015-02-03
82,491,2015-12-07
81,523,2014-05-25
69,895,2013-08-26
85,399,2015-12-13
88,306,2014-09-21
80,554,2012-11-10
82,493,2007-06-07
91,214,2014-03-17
86,370,2012-07-11
70,867,2014-02-05
74,743,2014-08-10
92,186,2014-12-27
67,961,2007-01-23
85,403,2009-07-12
73,775,2013-10-07
73,776,2015-05-19
79,591,2009-04-30
87,345,2012-12-25
78,624,2013-05-04
76,687,2005-06-16
71,842,2014-04-26
90,255,2015-11-14
79,598,2012-09-26
70,878,2013-04-23
74,754,2010-04-20
75,723,2015-10-17
87,351,2009-02-16
90,258,2015-10-04
90,259,2015-03-28
91,229,2015-02-03
69,911,2012-11-24
97,43,2015-10-24
96,75,2014-08-05
70,883,2013-08-02
68,945,2014-07-15
84,450,2011-09-05
78,637,2013-02-06
87,358,2014-02-19
84,453,2004-01-21
91,236,2014-04-09
91,237,2014-02-21
87,361,2014-12-13
88,333,2014-08-20
95,119,2015-11-05
88,336,2015-07-14
86,399,2015-11-26
68,957,2012-12-11
98,27,2015-02-21
72,834,2015-12-18
85,432,2015-04-08
86,401,2015-11-06
68,960,2015-06-23
73,805,2015-07-18
74,775,2012-11-27
78,652,2012-05-10
90,281,2015-04-12
71,870,2009-04-20
67,994,2015-07-08
77,685,2015-12-20
73,809,2015-11-16
76,717,2014-04-13
68,966,2014-04-14
73,812,2015-10-28
87,378,2006-05-07
91,255,2015-12-24
92,224,2015-05-13
94,163,2015-11-29
98,39,2015-03-03
82,536,2015-05-09
71,879,2011-07-07
83,508,2015-05-07
74,788,2015-11-23
73,819,2015-03-21
94,168,2015-12-22
99,13,2015-08-17
78,665,2014-03-12
86,418,2014-02-23
88,356,2015-08-15
91,264,2015-07-27
